Cod_ibge 6 digitos;Cod_ibge;Município;Cod_RA;Região Administrativa;Região de Governo;Região Metropolitana;Subdivisao_RMSP;Macrometropole;Unidades Hidrográficas de Gerenciamento de Recursos Hídricos - URHIS;População 2020;Porte de população 2020;Latitude;Longitude
352210;3522109;Itanhaém;683;Região Administrativa de Santos;Região de Governo de Santos;Região Metropolitana da Baixada Santista;Demais municípios;RMBS;07 - Baixada Santista;98757;Mais de 50 mil até 100 mil;-24,09;-46,83
352215;3522158;Itaoca;696;Região Administrativa de Itapeva;Região de Governo de Itapeva;Demais municípios;Demais municípios;Demais municípios;11 - Ribeira de Iguape/Litoral Sul;3186;Até 5 mil;-24,62;-48,84
352220;3522208;Itapecerica da Serra;681;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;RMSP-Sub-região Sudoeste;RMSP;06 - Alto Tietê;169619;Mais de 100 mil até 200 mil;-23,74;-46,86
352230;3522307;Itapetininga;685;Região Administrativa de Sorocaba;Região de Governo de Itapetininga;Região Metropolitana de Sorocaba;Demais municípios;RMS;14 - Alto Paranapanema;160150;Mais de 100 mil até 200 mil;-23,65;-48,12
352240;3522406;Itapeva;696;Região Administrativa de Itapeva;Região de Governo de Itapeva;Demais municípios;Demais municípios;Demais municípios;14 - Alto Paranapanema;91693;Mais de 50 mil até 100 mil;-23,91;-48,87
352250;3522505;Itapevi;681;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;RMSP-Sub-região Oeste;RMSP;06 - Alto Tietê;237714;Mais de 200 mil até 500 mil;-23,55;-46,97
352260;3522604;Itapira;686;Região Administrativa de Campinas;Região de Governo de Campinas;Demais municípios;Demais municípios;Demais municípios;09 - Mogi-Guaçu;71500;Mais de 50 mil até 100 mil;-22,43;-46,77
352265;3522653;Itapirapuã Paulista;696;Região Administrativa de Itapeva;Região de Governo de Itapeva;Demais municípios;Demais municípios;Demais municípios;11 - Ribeira de Iguape/Litoral Sul;4180;Até 5 mil;-24,57;-49,22
352270;3522703;Itápolis;693;Região Administrativa Central;Região de Governo de Araraquara;Demais municípios;Demais municípios;Demais municípios;16 - Tietê/Batalha;41548;Mais de 20 mil até 50 mil;-21,55;-48,82
352280;3522802;Itaporanga;696;Região Administrativa de Itapeva;Região de Governo de Itapeva;Demais municípios;Demais municípios;Demais municípios;14 - Alto Paranapanema;14688;Mais de 10 mil até 20 mil;-23,67;-49,46
352290;3522901;Itapuí;688;Região Administrativa de Bauru;Região de Governo de Jaú;Demais municípios;Demais municípios;Demais municípios;13 - Tietê/Jacaré;13779;Mais de 10 mil até 20 mil;-22,25;-48,70
352300;3523008;Itapura;690;Região Administrativa de Araçatuba;Região de Governo de Andradina;Demais municípios;Demais municípios;Demais municípios;19 - Baixo Tietê;4916;Até 5 mil;-20,60;-51,45
352310;3523107;Itaquaquecetuba;681;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;RMSP-Sub-região Leste;RMSP;06 - Alto Tietê;370589;Mais de 200 mil até 500 mil;-23,46;-46,33
352320;3523206;Itararé;696;Região Administrativa de Itapeva;Região de Governo de Itapeva;Demais municípios;Demais municípios;Demais municípios;14 - Alto Paranapanema;49018;Mais de 20 mil até 50 mil;-24,08;-49,30
352330;3523305;Itariri;682;Região Administrativa de Registro;Região de Governo de Registro;Demais municípios;Demais municípios;Demais municípios;11 - Ribeira de Iguape/Litoral Sul;17274;Mais de 10 mil até 20 mil;-24,29;-47,13
352340;3523404;Itatiba;686;Região Administrativa de Campinas;Região de Governo de Jundiaí;Região Metropolitana de Campinas;Demais municípios;RMC;05 - Piracicaba/Capivari/Jundiaí;117916;Mais de 100 mil até 200 mil;-23,01;-46,81
352350;3523503;Itatinga;685;Região Administrativa de Sorocaba;Região de Governo de Botucatu;Demais municípios;Demais municípios;Demais municípios;17 - Médio Paranapanema;20550;Mais de 20 mil até 50 mil;-23,15;-48,63
352360;3523602;Itirapina;686;Região Administrativa de Campinas;Região de Governo de Rio Claro;Demais municípios;Demais municípios;Demais municípios;13 - Tietê/Jacaré;17162;Mais de 10 mil até 20 mil;-22,29;-47,83
352370;3523701;Itirapuã;695;Região Administrativa de Franca;Região de Governo de Franca;Demais municípios;Demais municípios;Demais municípios;08 - Sapucaí/Grande;6279;Mais de 5 mil até 10 mil;-20,66;-47,17
352380;3523800;Itobi;686;Região Administrativa de Campinas;Região de Governo de São João da Boa Vista;Demais municípios;Demais municípios;Demais municípios;04 - Pardo;7609;Mais de 5 mil até 10 mil;-21,75;-46,92
352390;3523909;Itu;685;Região Administrativa de Sorocaba;Região de Governo de Sorocaba;Região Metropolitana de Sorocaba;Demais municípios;RMS;10 - Tietê/Sorocaba;169772;Mais de 100 mil até 200 mil;-23,31;-47,28
352400;3524006;Itupeva;686;Região Administrativa de Campinas;Região de Governo de Jundiaí;Demais municípios;Demais municípios;AUJUNDIAÍ;05 - Piracicaba/Capivari/Jundiaí;59159;Mais de 50 mil até 100 mil;-23,15;-47,07
352410;3524105;Ituverava;695;Região Administrativa de Franca;Região de Governo de Franca;Demais municípios;Demais municípios;Demais municípios;08 - Sapucaí/Grande;40246;Mais de 20 mil até 50 mil;-20,33;-47,81
352420;3524204;Jaborandi;694;Região Administrativa de Barretos;Região de Governo de Barretos;Demais municípios;Demais municípios;Demais municípios;12 - Baixo Pardo/Grande;6677;Mais de 5 mil até 10 mil;-20,65;-48,42
352430;3524303;Jaboticabal;687;Região Administrativa de Ribeirão Preto;Região de Governo de Ribeirão Preto;Região Metropolitana de Ribeirão Preto;Demais municípios;Demais municípios;09 - Mogi-Guaçu;74221;Mais de 50 mil até 100 mil;-21,22;-48,29
352440;3524402;Jacareí;684;Região Administrativa de São José dos Campos;Região de Governo de São José dos Campos;Região Metropolitana do Vale do Paraíba e Litoral Norte;Demais municípios;RMVPLN;02 - Paraíba do Sul;227945;Mais de 200 mil até 500 mil;-23,30;-45,99
352450;3524501;Jaci;689;Região Administrativa de São José do Rio Preto;Região de Governo de São José do Rio Preto;Demais municípios;Demais municípios;Demais municípios;16 - Tietê/Batalha;6969;Mais de 5 mil até 10 mil;-20,95;-49,58
352460;3524600;Jacupiranga;682;Região Administrativa de Registro;Região de Governo de Registro;Demais municípios;Demais municípios;Demais municípios;11 - Ribeira de Iguape/Litoral Sul;17222;Mais de 10 mil até 20 mil;-24,78;-48,05
352470;3524709;Jaguariúna;686;Região Administrativa de Campinas;Região de Governo de Campinas;Região Metropolitana de Campinas;Demais municípios;RMC;05 - Piracicaba/Capivari/Jundiaí;54848;Mais de 50 mil até 100 mil;-22,69;-47,01
352480;3524808;Jales;689;Região Administrativa de São José do Rio Preto;Região de Governo de Jales;Demais municípios;Demais municípios;Demais municípios;18 - São José dos Dourados;47254;Mais de 20 mil até 50 mil;-20,29;-50,55
352490;3524907;Jambeiro;684;Região Administrativa de São José dos Campos;Região de Governo de São José dos Campos;Região Metropolitana do Vale do Paraíba e Litoral Norte;Demais municípios;RMVPLN;02 - Paraíba do Sul;6214;Mais de 5 mil até 10 mil;-23,28;-45,71
352500;3525003;Jandira;681;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;RMSP-Sub-região Oeste;RMSP;06 - Alto Tietê;123603;Mais de 100 mil até 200 mil;-23,54;-46,90
352510;3525102;Jardinópolis;687;Região Administrativa de Ribeirão Preto;Região de Governo de Ribeirão Preto;Região Metropolitana de Ribeirão Preto;Demais municípios;Demais municípios;04 - Pardo;42893;Mais de 20 mil até 50 mil;-20,99;-47,83
352520;3525201;Jarinu;686;Região Administrativa de Campinas;Região de Governo de Jundiaí;Demais municípios;Demais municípios;AUJUNDIAÍ;05 - Piracicaba/Capivari/Jundiaí;29820;Mais de 20 mil até 50 mil;-23,11;-46,72
352530;3525300;Jaú;688;Região Administrativa de Bauru;Região de Governo de Jaú;Demais municípios;Demais municípios;Demais municípios;13 - Tietê/Jacaré;147505;Mais de 100 mil até 200 mil;-22,30;-48,56
352540;3525409;Jeriquara;695;Região Administrativa de Franca;Região de Governo de Franca;Demais municípios;Demais municípios;Demais municípios;08 - Sapucaí/Grande;3141;Até 5 mil;-20,34;-47,57
352550;3525508;Joanópolis;686;Região Administrativa de Campinas;Região de Governo de Bragança Paulista;Demais municípios;Demais municípios;MRBRAGANTINA;05 - Piracicaba/Capivari/Jundiaí;12666;Mais de 10 mil até 20 mil;-22,94;-46,21
352560;3525607;João Ramalho;692;Região Administrativa de Marília;Região de Governo de Tupã;Demais municípios;Demais municípios;Demais municípios;17 - Médio Paranapanema;4384;Até 5 mil;-22,28;-50,80
352570;3525706;José Bonifácio;689;Região Administrativa de São José do Rio Preto;Região de Governo de São José do Rio Preto;Demais municípios;Demais municípios;Demais municípios;19 - Baixo Tietê;35981;Mais de 20 mil até 50 mil;-21,09;-49,78
352580;3525805;Júlio Mesquita;692;Região Administrativa de Marília;Região de Governo de Marília;Demais municípios;Demais municípios;Demais municípios;20 - Aguapeí;4640;Até 5 mil;-21,97;-49,79
352585;3525854;Jumirim;685;Região Administrativa de Sorocaba;Região de Governo de Sorocaba;Região Metropolitana de Sorocaba;Demais municípios;RMS;10 - Tietê/Sorocaba;3306;Até 5 mil;-23,10;-47,79
352590;3525904;Jundiaí;686;Região Administrativa de Campinas;Região de Governo de Jundiaí;Demais municípios;Demais municípios;AUJUNDIAÍ;05 - Piracicaba/Capivari/Jundiaí;407016;Mais de 200 mil até 500 mil;-23,19;-46,91
352600;3526001;Junqueirópolis;691;Região Administrativa de Presidente Prudente;Região de Governo de Dracena;Demais municípios;Demais municípios;Demais municípios;21 - Peixe;20065;Mais de 20 mil até 50 mil;-21,45;-51,44
352610;3526100;Juquiá;682;Região Administrativa de Registro;Região de Governo de Registro;Demais municípios;Demais municípios;Demais municípios;11 - Ribeira de Iguape/Litoral Sul;18828;Mais de 10 mil até 20 mil;-24,21;-47,65
352620;3526209;Juquitiba;681;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;RMSP-Sub-região Sudoeste;RMSP;11 - Ribeira de Iguape/Litoral Sul;30401;Mais de 20 mil até 50 mil;-23,96;-47,02
352630;3526308;Lagoinha;684;Região Administrativa de São José dos Campos;Região de Governo de Taubaté;Região Metropolitana do Vale do Paraíba e Litoral Norte;Demais municípios;RMVPLN;02 - Paraíba do Sul;4819;Até 5 mil;-23,09;-45,21
352640;3526407;Laranjal Paulista;685;Região Administrativa de Sorocaba;Região de Governo de Botucatu;Demais municípios;Demais municípios;AUPIRACICABA;10 - Tietê/Sorocaba;27834;Mais de 20 mil até 50 mil;-23,01;-47,87
352650;3526506;Lavínia;690;Região Administrativa de Araçatuba;Região de Governo de Andradina;Demais municípios;Demais municípios;Demais municípios;19 - Baixo Tietê;8500;Mais de 5 mil até 10 mil;-21,15;-51,03
352660;3526605;Lavrinhas;684;Região Administrativa de São José dos Campos;Região de Governo de Cruzeiro;Região Metropolitana do Vale do Paraíba e Litoral Norte;Demais municípios;RMVPLN;02 - Paraíba do Sul;7167;Mais de 5 mil até 10 mil;-22,52;-44,89
352670;3526704;Leme;686;Região Administrativa de Campinas;Região de Governo de Limeira;Demais municípios;Demais municípios;AUPIRACICABA;09 - Mogi-Guaçu;100975;Mais de 100 mil até 200 mil;-22,17;-47,34
352680;3526803;Lençóis Paulista;688;Região Administrativa de Bauru;Região de Governo de Bauru;Demais municípios;Demais municípios;Demais municípios;13 - Tietê/Jacaré;66343;Mais de 50 mil até 100 mil;-22,68;-48,82
352690;3526902;Limeira;686;Região Administrativa de Campinas;Região de Governo de Limeira;Demais municípios;Demais municípios;AUPIRACICABA;05 - Piracicaba/Capivari/Jundiaí;296300;Mais de 200 mil até 500 mil;-22,60;-47,36
352700;3527009;Lindóia;686;Região Administrativa de Campinas;Região de Governo de Bragança Paulista;Demais municípios;Demais municípios;Demais municípios;09 - Mogi-Guaçu;7722;Mais de 5 mil até 10 mil;-22,51;-46,65
352710;3527108;Lins;688;Região Administrativa de Bauru;Região de Governo de Lins;Demais municípios;Demais municípios;Demais municípios;16 - Tietê/Batalha;75087;Mais de 50 mil até 100 mil;-21,65;-49,68
352720;3527207;Lorena;684;Região Administrativa de São José dos Campos;Região de Governo de Guaratinguetá;Região Metropolitana do Vale do Paraíba e Litoral Norte;Demais municípios;RMVPLN;02 - Paraíba do Sul;86639;Mais de 50 mil até 100 mil;-22,79;-45,06
352725;3527256;Lourdes;690;Região Administrativa de Araçatuba;Região de Governo de Araçatuba;Demais municípios;Demais municípios;Demais municípios;19 - Baixo Tietê;2182;Até 5 mil;-20,95;-50,23
352730;3527306;Louveira;686;Região Administrativa de Campinas;Região de Governo de Jundiaí;Demais municípios;Demais municípios;AUJUNDIAÍ;05 - Piracicaba/Capivari/Jundiaí;48268;Mais de 20 mil até 50 mil;-23,08;-46,94
352740;3527405;Lucélia;691;Região Administrativa de Presidente Prudente;Região de Governo de Adamantina;Demais municípios;Demais municípios;Demais municípios;20 - Aguapeí;21019;Mais de 20 mil até 50 mil;-21,64;-50,99
352750;3527504;Lucianópolis;688;Região Administrativa de Bauru;Região de Governo de Bauru;Demais municípios;Demais municípios;Demais municípios;17 - Médio Paranapanema;2261;Até 5 mil;-22,47;-49,55
352760;3527603;Luís Antônio;687;Região Administrativa de Ribeirão Preto;Região de Governo de Ribeirão Preto;Região Metropolitana de Ribeirão Preto;Demais municípios;Demais municípios;09 - Mogi-Guaçu;14166;Mais de 10 mil até 20 mil;-21,55;-47,78
352770;3527702;Luiziânia;690;Região Administrativa de Araçatuba;Região de Governo de Araçatuba;Demais municípios;Demais municípios;Demais municípios;20 - Aguapeí;5754;Mais de 5 mil até 10 mil;-21,67;-50,35
